id,brand_name,presentation,dosage_raw,dci,labo_name,therapeutic_class,status,atc_code,price_ppv,price_hospital,toxicity_class,product_type,indications,is_psychoactive,contraindications,min_age,source_url
3915,"ROPIVA ZENITH 10 MG / ML, Solution injectable",Boite d'une ampoule de 20 ml,,Ropivacaïne,ZENITH PHARMA,Anesthésique local de type amide,Commercialisé,N01BB09,78.4,49.0,C,Médicament,"Adulte et enfant de plus de 12 ans

· Anesthésie chirurgicale :

- Bloc péridural en vue d’une intervention chirurgicale, y compris lors des césariennes.

- Infiltration pariétale (nerfs périphériques et infiltrations).

- Bloc périphérique (blocs plexiques et tronculaires).

· Traitement de la douleur aiguë :

- Perfusion péridurale continue ou administration intermittente en bolus (douleur post-opératoire ou de l’accouchement par voie basse).

- Infiltration pariétale (nerfs périphériques et infiltration).

Le chlorhydrate de ropivacaïne existe sous trois concentrations : 2 mg/ml, 7,5 mg/ml et 10 mg/ml.

La ropivacaïne à la concentration de 2 mg/ml est adaptée au traitement de la douleur aiguë.",false,,,
3916,"ROPIVA ZENITH 2 MG / ML, Solution injectable",Boite d'une ampoule de 10 ML,,Ropivacaïne,ZENITH PHARMA,Anesthésique local de type amide,Commercialisé,N01BB09,27.9,17.4,C,Médicament,"Adulte et enfant de plus de 12 ans

· Anesthésie chirurgicale:

o Bloc péridural en vue d'une intervention chirurgicale, y compris lors des césariennes.

o Infiltration pariétale (nerfs périphériques et infiltrations).

o Bloc périphérique (blocs plexiques et tronculaires).

· Traitement de la douleur aiguë:

o Perfusion péridurale continue ou administration intermittente en bolus (douleur post-opératoire ou de l'accouchement par voie basse).

o Infiltration pariétale (nerfs périphériques et infiltration).",false,,,
3917,"ROPIVA ZENITH 2 MG / ML, Solution injectable",Boite d'une ampoule de 20 ML,2 MG / ML,Ropivacaïne,ZENITH PHARMA,Anesthésique local de type amide,Commercialisé,N01BB09,35.9,22.4,C,Médicament,"Adulte et enfant de plus de 12 ans

· Anesthésie chirurgicale:

o Bloc péridural en vue d'une intervention chirurgicale, y compris lors des césariennes.

o Infiltration pariétale (nerfs périphériques et infiltrations).

o Bloc périphérique (blocs plexiques et tronculaires).

· Traitement de la douleur aiguë:

o Perfusion péridurale continue ou administration intermittente en bolus (douleur post-opératoire ou de l'accouchement par voie basse).

o Infiltration pariétale (nerfs périphériques et infiltration).",false,,,
3918,"ROPIVA ZENITH 7.5 MG / ML, Solution injectable",Boite d'une ampoule de 20 ml,7.5 MG / ML,Ropivacaïne,ZENITH PHARMA,Anesthésique local de type amide,Commercialisé,N01BB09,70.9,44.3,C,Médicament,"Adulte et enfant de plus de 12 ans

· Anesthésie chirurgicale:

o Bloc péridural en vue d'une intervention chirurgicale, y compris lors des césariennes.

o Infiltration pariétale (nerfs périphériques et infiltrations).

o Bloc périphérique (blocs plexiques et tronculaires).

· Traitement de la douleur aiguë:

o Perfusion péridurale continue ou administration intermittente en bolus (douleur post-opératoire ou de l'accouchement par voie basse).

o Infiltration pariétale (nerfs périphériques et infiltration).",false,,,
3919,"ROPIVA ZENITH 7.5 MG / ML, Solution injectable",Boite de 1 ampoule de 10 ml,7.5 MG / ML,Ropivacaïne,ZENITH PHARMA,Anesthésique local de type amide,Commercialisé,N01BB09,45.3,28.3,C,Médicament,"Adulte et enfant de plus de 12 ans

· Anesthésie chirurgicale:

o Bloc péridural en vue d'une intervention chirurgicale, y compris lors des césariennes.

o Infiltration pariétale (nerfs périphériques et infiltrations).

o Bloc périphérique (blocs plexiques et tronculaires).

· Traitement de la douleur aiguë:

o Perfusion péridurale continue ou administration intermittente en bolus (douleur post-opératoire ou de l'accouchement par voie basse).

o Infiltration pariétale (nerfs périphériques et infiltration).",false,,,
3920,"ROSAR 100 MG, Comprimé pelliculé",Boite de 28,100 MG,Losartan,PHARMIS,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,C09CA01,138.1,86.3,A,,"Hypertension
Losartan est indiqué pour le traitement de l'hypertension essentielle.
Hypertension artérielle avec hypertrophie ventriculaire gauche
Réduction du risque d'accident vasculaire cérébral chez les patients hypertendus atteints d'hypertrophie ventriculaire gauche
Insuffisance cardiaque
Insuffisance cardiaque légère à modérée, normalement en association avec des diurétiques et des digitaliques, lorsqu'un traitement par des inhibiteurs de l'ECA en raison d'effets secondaires spécifiques des inhibiteurs de l'ECA (toux) ne convient pas. Des effets secondaires apparus suite à un traitement par des inhibiteurs de l'ECA et dus à une influence générale sur le système rénine-angiotensine-aldostérone (par ex. insuffisance rénale progressive, hyperkaliémie) ne constituent pas une indication pour Losartan.
Néphropathie chez les diabétiques du type 2
Pour le traitement d'une néphropathie diabétique chez les diabétiques du type 2 présentant une hypertension avec une créatininémie élevée et une protéinurie (quotient albumine urinaire/créatinine ≥300 mg/g).",false,,,
3921,"ROSAR 50 MG, Comprimé pelliculé",Boite de 28,50 MG,Losartan,PHARMIS,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,C09CA01,77.2,48.2,A,,"Hypertension
Losartan est indiqué pour le traitement de l'hypertension essentielle.
Hypertension artérielle avec hypertrophie ventriculaire gauche
Réduction du risque d'accident vasculaire cérébral chez les patients hypertendus atteints d'hypertrophie ventriculaire gauche
Insuffisance cardiaque
Insuffisance cardiaque légère à modérée, normalement en association avec des diurétiques et des digitaliques, lorsqu'un traitement par des inhibiteurs de l'ECA en raison d'effets secondaires spécifiques des inhibiteurs de l'ECA (toux) ne convient pas. Des effets secondaires apparus suite à un traitement par des inhibiteurs de l'ECA et dus à une influence générale sur le système rénine-angiotensine-aldostérone (par ex. insuffisance rénale progressive, hyperkaliémie) ne constituent pas une indication pour Losartan.
Néphropathie chez les diabétiques du type 2
Pour le traitement d'une néphropathie diabétique chez les diabétiques du type 2 présentant une hypertension avec une créatininémie élevée et une protéinurie (quotient albumine urinaire/créatinine ≥300 mg/g).",false,,,
3922,"ROSUCAL 10 MG, Comprimé pelliculé",Boite de 28,10 MG,Rosuvastatine,PHARMA5,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,147.1,92.0,A,Médicament,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3923,"ROSUCAL 20 MG, Comprimé pelliculé",Boite de 28,20 MG,Rosuvastatine,PHARMA5,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,237.0,148.4,A,Médicament,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3924,"ROSUCAL 5 MG, Comprimé pelliculé",Boite de 28,5 MG,Rosuvastatine,PHARMA5,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,106.5,66.5,A,Médicament,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3925,"ROSUVA PROMOPHARM 10 MG, Comprimé enrobé",Boite de 30,10 MG,Rosuvastatine,PROMOPHARM (HIKMA),"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,154.1,96.3,A,,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3926,"ROSUVA PROMOPHARM 20 MG, Comprimé enrobé",Boite de 30,20 MG,Rosuvastatine,PROMOPHARM (HIKMA),"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,250.0,156.3,A,,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3927,"ROSUVA PROMOPHARM 5 MG, Comprimé enrobé",Boite de 30,5 MG,Rosuvastatine,PROMOPHARM (HIKMA),"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,111.8,69.9,A,,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3928,"ROSUVAS SUN 10 MG, Comprimé pelliculé",Boite de 30,10 MG,Rosuvastatine,SUN PHARMACEUTICALS NORTH AFRICA S.A,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,154.1,96.3,A,Médicament,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3929,"ROSUVAS SUN 20 MG, Comprimé pelliculé",Boite de 30,20 MG,Rosuvastatine,SUN PHARMACEUTICALS NORTH AFRICA S.A,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,250.0,156.3,A,Médicament,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3930,"ROTARIX, Poudre et solvant pour suspension buvable 1 dose de poudre en flacon + 1 ML de solvant en applicateur pour administration orale [V]",1,,"VACCIN : ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTENUE)",GLAXO SMITHKLINE,Vaccins contre les diarrhées à rotavirus,Commercialisé,J07BH01,252.0,157.7,,,"Rotarix est indiqué dans l’immunisation active des nourrissons âgés de 6 à 24 semaines pour la
prévention des gastro-entérites dues à une infection à rotavirus.
L’utilisation de Rotarix doit se baser sur les recommandations officielles.
Source : https://ec.europa.eu - 22 octobre 2025",false,,,
3931,"ROTATEQ, Solution orale [V]",,,,,,Commercialisé,,,,,,,false,,,
3932,"ROVAMYCINE 1.5 MUI, Comprimé pelliculé",Boîte de 16,1.5 MUI,Spiramycine,MAPHAR,"Antibiotique, macrolides",Commercialisé,J01FA02,63.3,39.5,A,Médicament,"Elles sont limitées aux infections dues aux germes définis comme sensibles :
• Angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé.
• Sinusites aiguës. Compte-tenu du profil microbiologique de ces infections, les macrolides sont indiqués lorsqu'un traitement par une bêta-lactamine est impossible.
• Surinfections des bronchites aiguës.
• Exacerbations des bronchites chroniques.
• Pneumopathies communautaires chez des sujets:
- sans facteurs de risque,
- sans signes de gravité clinique,
- en l'absence d'éléments cliniques évocateurs d'une étiologie pneumococcique.
En cas de suspicion de pneumopathie atypique, les macrolides sont indiqués quels que soient la gravité et le terrain.
• Infections cutanées bénignes: impétigo, impétiginisation des dermatoses, ecthyma, dermohypodermite infectieuse (en particulier, érysipèle), érythrasma.
• Infections stomatologiques.
• Infections génitales non gonococciques.
• Chimioprophylaxie des rechutes du RAA en cas d'allergie aux bêta-lactamines.
• Toxoplasmose de la femme enceinte.
• Prophylaxie des méningites à méningocoque en cas de contre-indication à la rifampicine:
- le but est d'éradiquer le germe (Neisseria meningitidis) du nasopharynx,
- la spiramycine n'est pas un traitement de la méningite à méningocoque,
- elle est préconisée en prophylaxie chez:
§ le malade après son traitement curatif et avant sa réintégration en collectivité,
§ les sujets ayant été exposés aux sécrétions oropharyngées dans les dix jours précédant son hospitalisation.
Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",false,,,
3933,"ROVAMYCINE 3 MUI, Comprimé pelliculé",Boîte de 10,3 MUI,Spiramycine,MAPHAR,Antibiotique de la famille des macrolides,Commercialisé,J01FA02,92.4,57.7,A,Médicament,"Elles sont limitées aux infections dues aux germes définis comme sensibles :
• Angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé.
• Sinusites aiguës. Compte-tenu du profil microbiologique de ces infections, les macrolides sont indiqués lorsqu'un traitement par une bêta-lactamine est impossible.
• Surinfections des bronchites aiguës.
• Exacerbations des bronchites chroniques.
• Pneumopathies communautaires chez des sujets:
- sans facteurs de risque,
- sans signes de gravité clinique,
- en l'absence d'éléments cliniques évocateurs d'une étiologie pneumococcique.
En cas de suspicion de pneumopathie atypique, les macrolides sont indiqués quels que soient la gravité et le terrain.
• Infections cutanées bénignes: impétigo, impétiginisation des dermatoses, ecthyma, dermohypodermite infectieuse (en particulier, érysipèle), érythrasma.
• Infections stomatologiques.
• Infections génitales non gonococciques.
• Chimioprophylaxie des rechutes du RAA en cas d'allergie aux bêta-lactamines.
• Toxoplasmose de la femme enceinte.
• Prophylaxie des méningites à méningocoque en cas de contre-indication à la rifampicine:
- le but est d'éradiquer le germe (Neisseria meningitidis) du nasopharynx,
- la spiramycine n'est pas un traitement de la méningite à méningocoque,
- elle est préconisée en prophylaxie chez:
§ le malade après son traitement curatif et avant sa réintégration en collectivité,
§ les sujets ayant été exposés aux sécrétions oropharyngées dans les dix jours précédant son hospitalisation.
Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",false,,,
3934,"ROVAMYCINE 3 MUI, Comprimé pelliculé",Boîte de 16,3 MUI,Spiramycine,MAPHAR,Antibiotique de la famille des macrolides,Commercialisé,J01FA02,123.9,77.4,A,Médicament,"Elles sont limitées aux infections dues aux germes définis comme sensibles :
• Angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé.
• Sinusites aiguës. Compte-tenu du profil microbiologique de ces infections, les macrolides sont indiqués lorsqu'un traitement par une bêta-lactamine est impossible.
• Surinfections des bronchites aiguës.
• Exacerbations des bronchites chroniques.
• Pneumopathies communautaires chez des sujets:
- sans facteurs de risque,
- sans signes de gravité clinique,
- en l'absence d'éléments cliniques évocateurs d'une étiologie pneumococcique.
En cas de suspicion de pneumopathie atypique, les macrolides sont indiqués quels que soient la gravité et le terrain.
• Infections cutanées bénignes: impétigo, impétiginisation des dermatoses, ecthyma, dermohypodermite infectieuse (en particulier, érysipèle), érythrasma.
• Infections stomatologiques.
• Infections génitales non gonococciques.
• Chimioprophylaxie des rechutes du RAA en cas d'allergie aux bêta-lactamines.
• Toxoplasmose de la femme enceinte.
• Prophylaxie des méningites à méningocoque en cas de contre-indication à la rifampicine:
- le but est d'éradiquer le germe (Neisseria meningitidis) du nasopharynx,
- la spiramycine n'est pas un traitement de la méningite à méningocoque,
- elle est préconisée en prophylaxie chez:
§ le malade après son traitement curatif et avant sa réintégration en collectivité,
§ les sujets ayant été exposés aux sécrétions oropharyngées dans les dix jours précédant son hospitalisation.
Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",false,,,
3935,"ROXAM 20 MG, Gélule",Boîte de 16,20 MG,Piroxicam,NOVOPHARMA,"Anti-inflammatoire non stéroïdien, oxicam",Commercialisé,M01AC01,45.7,28.6,A,Médicament,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué.

La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",false,,,
3936,"ROXAM 20 MG, Sachet",Boîte de 8,20 MG,Piroxicam,NOVOPHARMA,"Anti-inflammatoire non stéroïdien, oxicam",Commercialisé,M01AC01,28.0,17.5,A,Médicament,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué.

La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",false,,,
3937,"ROXAM 20 MG, Suppositoire",Boîte de 10,20 MG,Piroxicam,NOVOPHARMA,"Anti-inflammatoire non stéroïdien, oxicam",Commercialisé,M01AC01,29.4,18.4,A,Médicament,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué.

La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",false,,,
3938,"ROXID 200 MG, Gélule",Boîte de 16,200 MG,Nifuroxazide,GALENICA,Autres anti-infectieux intestinal,Commercialisé,A07AX03,17.1,10.7,,Médicament,"Diarrhée aiguë présumée d'origine bactérienne en l'absence de suspicion de phénomènes invasifs (altération de l'état général, fièvre, signes toxi-infectieux...).

Le traitement ne dispense pas de mesures diététiques et d'une réhydratation si elle est nécessaire.

L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées, ...,).",false,,,
3939,"ROXID 200 MG, Gélule",Boîte de 28,200 MG,Nifuroxazide,GALENICA,Autres anti-infectieux intestinal,Commercialisé,A07AX03,28.8,18.0,,,"Diarrhée aiguë présumée d'origine bactérienne en l'absence de suspicion de phénomènes invasifs (altération de l'état général, fièvre, signes toxi-infectieux...).

Le traitement ne dispense pas de mesures diététiques et d'une réhydratation si elle est nécessaire.

L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées, ...,).",false,,,
3940,"ROXID 4.4 %, Suspension buvable (AMM suspendue)",Flacon de 90 ml,,Nifuroxazide,GALENICA,,Commercialisé,A07AX03,21.2,13.2,C,,"Diarrhée aiguë présumée d'origine bactérienne en l'absence de suspicion de phénomènes invasifs (altération de l'état général, fièvre, signes toxi-infectieux...).

Le traitement ne dispense pas de mesures diététiques et d'une réhydratation si elle est nécessaire.

L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées,etc...).",false,,,
